"age","workclass","education","maritial.status","occupation","relationship","race","sex","capital.gain","capital.loss","hours.per.week","native.country","income"
56,"Self-emp-not-inc","Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,60,"United-States","small"
47,"Local-gov","Some-college","Divorced","Prof-specialty","Not-in-family","White","Female",0,1876,40,"United-States","small"
28,"Private","Some-college","Divorced","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","small"
21,"Private","Some-college","Never-married","Other-service","Own-child","White","Female",0,0,40,"United-States","small"
32,"Self-emp-inc","Bachelors","Married-civ-spouse","Other-service","Husband","Asian-Pac-Islander","Male",0,0,50,"Iran","large"
21,"Private","HS-grad","Never-married","Transport-moving","Own-child","Black","Male",0,0,20,"United-States","small"
31,"Private","Bachelors","Never-married","Exec-managerial","Not-in-family","Black","Female",0,0,40,"United-States","small"
29,"Private","Some-college","Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"Japan","small"
25,"Private","Bachelors","Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,32,"United-States","small"
27,"Private","Assoc-acdm","Never-married","Sales","Not-in-family","White","Male",0,0,40,"United-States","small"
41,"Private","Bachelors","Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States","small"
30,"Private","Some-college","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","small"
38,"Private","Bachelors","Never-married","Adm-clerical","Not-in-family","White","Female",0,0,50,"United-States","small"
19,"Private","HS-grad","Never-married","Handlers-cleaners","Own-child","White","Male",0,0,30,"United-States","small"
52,"Private","Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States","large"
32,"Self-emp-not-inc","Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States","large"
56,"Private","Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States","large"
35,"Private","Prof-school","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,45,"United-States","large"
17,"Private","12th","Never-married","Other-service","Own-child","White","Female",0,1721,25,"United-States","small"
28,"Private","7th-8th","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,30,"United-States","small"
56,"Private","HS-grad","Never-married","Prof-specialty","Not-in-family","White","Female",0,0,45,"United-States","small"
45,"Federal-gov","Assoc-acdm","Never-married","Exec-managerial","Not-in-family","White","Male",0,0,40,"United-States","small"
27,"Private","HS-grad","Never-married","Machine-op-inspct","Other-relative","White","Male",0,0,1,"United-States","small"
27,"Private","HS-grad","Never-married","Sales","Not-in-family","White","Male",0,0,50,"United-States","small"
69,"Private","HS-grad","Widowed","Adm-clerical","Not-in-family","White","Female",0,0,24,"United-States","small"
18,"Private","11th","Never-married","Other-service","Own-child","White","Female",0,0,16,"United-States","small"
38,"Private","HS-grad","Separated","Other-service","Unmarried","Black","Female",0,0,32,"United-States","small"
65,"Private","Assoc-voc","Divorced","Exec-managerial","Not-in-family","White","Female",0,0,40,"United-States","small"
41,"Private","Prof-school","Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,50,"Japan","large"
54,"Private","Some-college","Married-civ-spouse","Tech-support","Husband","White","Male",7688,0,40,"United-States","large"
38,"Private","Bachelors","Never-married","Exec-managerial","Not-in-family","White","Female",0,0,38,"United-States","small"
45,"Private","Assoc-voc","Never-married","Sales","Not-in-family","White","Female",0,0,38,"United-States","small"
28,"Private","10th","Married-civ-spouse","Craft-repair","Wife","Other","Female",0,0,48,"Guatemala","small"
35,"Private","HS-grad","Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,50,"United-States","small"
42,"Self-emp-inc","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,70,"United-States","small"
41,"Private","HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","large"
21,"Private","HS-grad","Never-married","Other-service","Own-child","White","Male",0,0,40,"United-States","small"
30,"Private","Some-college","Divorced","Adm-clerical","Not-in-family","White","Female",0,0,45,"United-States","small"
32,"Private","5th-6th","Married-civ-spouse","Machine-op-inspct","Wife","Asian-Pac-Islander","Female",0,0,40,"Laos","large"
28,"Federal-gov","Bachelors","Never-married","Exec-managerial","Not-in-family","Black","Male",0,0,40,"United-States","small"
33,"Private","Some-college","Never-married","Adm-clerical","Unmarried","White","Male",0,0,40,"United-States","small"
53,"State-gov","HS-grad","Married-civ-spouse","Adm-clerical","Husband","White","Male",15024,0,35,"United-States","large"
35,"Private","Bachelors","Married-civ-spouse","Sales","Husband","White","Male",15024,0,50,"United-States","large"
54,"Private","Some-college","Widowed","Craft-repair","Unmarried","White","Female",0,0,50,"United-States","small"
51,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,50,"United-States","small"
35,"Private","7th-8th","Widowed","Other-service","Unmarried","White","Female",0,0,80,"United-States","small"
51,"Private","Some-college","Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States","small"
58,"Self-emp-inc","10th","Married-civ-spouse","Transport-moving","Wife","White","Female",0,0,40,"United-States","small"
56,"Private","HS-grad","Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,60,"United-States","small"
34,"Private","HS-grad","Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"United-States","small"
54,"Local-gov","10th","Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,45,"United-States","small"
32,"Private","7th-8th","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,35,"United-States","small"
30,"Private","10th","Never-married","Machine-op-inspct","Other-relative","Asian-Pac-Islander","Male",0,0,40,"Vietnam","small"
21,"State-gov","Some-college","Never-married","Prof-specialty","Not-in-family","White","Female",0,0,20,"United-States","small"
21,"Private","Some-college","Never-married","Craft-repair","Own-child","White","Male",0,0,40,"United-States","small"
46,"Private","HS-grad","Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,40,"United-States","small"
21,"Private","HS-grad","Never-married","Other-service","Own-child","White","Female",0,0,40,"United-States","small"
29,"Private","Some-college","Never-married","Other-service","Not-in-family","Black","Female",0,0,30,"Jamaica","small"
32,"Private","HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","small"
20,"Private","HS-grad","Never-married","Other-service","Own-child","White","Male",0,0,40,"United-States","small"
30,"Private","HS-grad","Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"United-States","small"
34,"Private","Some-college","Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States","small"
20,"Private","HS-grad","Never-married","Adm-clerical","Own-child","White","Female",0,0,30,"United-States","small"
43,"Private","Bachelors","Divorced","Other-service","Not-in-family","White","Female",0,0,35,"United-States","small"
43,"Private","Some-college","Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,42,"United-States","small"
59,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","large"
56,"Federal-gov","Doctorate","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States","large"
58,"State-gov","Bachelors","Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,20,"United-States","large"
37,"Private","Assoc-acdm","Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,13,"United-States","large"
42,"Private","HS-grad","Never-married","Other-service","Not-in-family","White","Female",0,0,24,"United-States","small"
28,"Private","HS-grad","Never-married","Craft-repair","Own-child","White","Male",0,0,70,"United-States","small"
22,"Private","HS-grad","Never-married","Exec-managerial","Not-in-family","White","Female",0,0,55,"United-States","small"
51,"Private","Some-college","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States","large"
35,"Private","HS-grad","Divorced","Exec-managerial","Not-in-family","White","Male",0,0,50,"United-States","small"
47,"Private","Some-college","Divorced","Exec-managerial","Unmarried","White","Female",0,0,40,"Germany","small"
42,"Private","Assoc-voc","Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","small"
41,"Private","HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",2885,0,40,"United-States","small"
43,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","small"
52,"Private","Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","large"
20,"Private","Some-college","Never-married","Tech-support","Own-child","White","Female",0,0,15,"United-States","small"
47,"Self-emp-not-inc","Bachelors","Never-married","Exec-managerial","Not-in-family","Black","Male",10520,0,45,"United-States","large"
20,"Private","Some-college","Never-married","Other-service","Own-child","White","Male",0,0,16,"United-States","small"
27,"Private","Bachelors","Never-married","Tech-support","Not-in-family","White","Female",0,0,36,"United-States","small"
27,"Private","Bachelors","Never-married","Prof-specialty","Not-in-family","White","Female",0,0,60,"United-States","small"
38,"Private","Bachelors","Married-civ-spouse","Prof-specialty","Husband","Amer-Indian-Eskimo","Male",0,0,70,"United-States","large"
33,"Private","HS-grad","Never-married","Other-service","Own-child","Black","Male",0,0,36,"United-States","small"
56,"Self-emp-not-inc","Some-college","Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,50,"United-States","small"
36,"Private","HS-grad","Divorced","Machine-op-inspct","Unmarried","White","Female",0,0,40,"United-States","small"
50,"Self-emp-not-inc","Assoc-acdm","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",3103,0,40,"United-States","large"
19,"Private","HS-grad","Divorced","Other-service","Not-in-family","White","Female",0,0,40,"United-States","small"
20,"Private","HS-grad","Never-married","Handlers-cleaners","Own-child","Black","Male",0,0,35,"United-States","small"
28,"Private","Some-college","Never-married","Craft-repair","Not-in-family","Black","Male",0,0,40,"United-States","small"
41,"Private","Bachelors","Divorced","Exec-managerial","Not-in-family","White","Male",0,0,50,"United-States","large"
25,"Self-emp-not-inc","HS-grad","Never-married","Other-service","Unmarried","White","Female",0,0,30,"United-States","small"
38,"Private","HS-grad","Separated","Protective-serv","Not-in-family","Black","Male",0,0,40,"United-States","small"
60,"Self-emp-not-inc","Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,24,"United-States","small"
37,"Private","HS-grad","Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,30,"United-States","small"
24,"Federal-gov","Some-college","Never-married","Exec-managerial","Own-child","White","Male",0,0,40,"United-States","small"
39,"Private","Some-college","Separated","Other-service","Unmarried","White","Female",0,0,75,"United-States","small"
31,"Private","HS-grad","Married-civ-spouse","Machine-op-inspct","Wife","White","Female",0,0,55,"United-States","small"
40,"State-gov","Masters","Divorced","Exec-managerial","Unmarried","White","Female",1506,0,40,"United-States","small"
27,"Private","HS-grad","Never-married","Sales","Own-child","Asian-Pac-Islander","Male",0,0,40,"United-States","small"
37,"Private","10th","Divorced","Craft-repair","Unmarried","White","Female",0,0,40,"United-States","small"
60,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",15024,0,40,"United-States","large"
34,"Private","HS-grad","Never-married","Prof-specialty","Not-in-family","White","Female",0,0,30,"United-States","small"
33,"Private","Bachelors","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,45,"United-States","small"
23,"Private","Some-college","Never-married","Other-service","Own-child","Black","Male",2202,0,80,"United-States","small"
35,"Private","Bachelors","Never-married","Exec-managerial","Not-in-family","White","Male",0,0,45,"United-States","small"
48,"Private","Some-college","Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States","large"
18,"Private","11th","Never-married","Handlers-cleaners","Own-child","White","Male",0,0,12,"United-States","small"
45,"Private","12th","Never-married","Other-service","Own-child","White","Male",0,0,10,"Mexico","small"
49,"Private","HS-grad","Divorced","Exec-managerial","Unmarried","White","Male",0,0,50,"United-States","small"
23,"Federal-gov","Some-college","Never-married","Craft-repair","Unmarried","Amer-Indian-Eskimo","Male",0,0,40,"United-States","small"
39,"Self-emp-inc","Some-college","Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,65,"United-States","small"
55,"Private","HS-grad","Divorced","Adm-clerical","Not-in-family","White","Female",0,0,29,"United-States","small"
23,"Local-gov","Assoc-acdm","Never-married","Protective-serv","Not-in-family","White","Male",0,0,52,"United-States","small"
32,"Private","Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","small"
30,"Private","Bachelors","Married-civ-spouse","Other-service","Wife","Asian-Pac-Islander","Female",0,0,40,"Philippines","small"
23,"Private","Some-college","Never-married","Handlers-cleaners","Not-in-family","White","Male",0,0,40,"United-States","small"
43,"Self-emp-not-inc","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"Germany","small"
46,"Private","HS-grad","Divorced","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","small"
51,"Private","Bachelors","Separated","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","small"
26,"Private","Some-college","Never-married","Handlers-cleaners","Other-relative","Asian-Pac-Islander","Male",0,0,44,"Philippines","small"
41,"Local-gov","Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,35,"United-States","large"
58,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","small"
22,"Private","Some-college","Never-married","Sales","Not-in-family","Asian-Pac-Islander","Male",0,0,20,"Philippines","small"
52,"Private","Some-college","Widowed","Sales","Not-in-family","White","Female",0,0,40,"United-States","small"
56,"Private","7th-8th","Widowed","Machine-op-inspct","Unmarried","Other","Female",0,0,40,"Dominican-Republic","small"
41,"Private","Masters","Married-civ-spouse","Prof-specialty","Husband","White","Male",15024,0,40,"United-States","large"
57,"Self-emp-not-inc","Assoc-voc","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","large"
41,"Private","Some-college","Divorced","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","large"
20,"Private","Some-college","Never-married","Sales","Not-in-family","White","Male",0,0,30,"United-States","small"
32,"State-gov","Assoc-acdm","Married-civ-spouse","Other-service","Husband","White","Male",0,0,35,"United-States","small"
61,"Private","Masters","Married-civ-spouse","Sales","Husband","White","Male",0,0,60,"United-States","large"
43,"Self-emp-not-inc","Assoc-voc","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","small"
24,"Private","Masters","Never-married","Exec-managerial","Own-child","White","Male",6849,0,90,"United-States","small"
23,"Private","Preschool","Never-married","Other-service","Own-child","White","Female",0,0,15,"United-States","small"
35,"Private","HS-grad","Married-civ-spouse","Farming-fishing","Husband","White","Male",0,1672,50,"United-States","small"
24,"Private","Bachelors","Married-civ-spouse","Exec-managerial","Wife","White","Female",7688,0,45,"United-States","large"
43,"Private","HS-grad","Separated","Exec-managerial","Unmarried","Black","Female",0,0,40,"United-States","small"
35,"Private","HS-grad","Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,50,"United-States","large"
50,"Private","Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","large"
40,"Private","HS-grad","Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,35,"United-States","small"
57,"Federal-gov","HS-grad","Separated","Adm-clerical","Other-relative","Black","Female",0,0,35,"United-States","small"
39,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,60,"United-States","large"
35,"Private","HS-grad","Never-married","Other-service","Unmarried","Black","Female",0,0,40,"United-States","small"
31,"Private","Masters","Married-civ-spouse","Tech-support","Husband","White","Male",0,1902,40,"United-States","large"
38,"Private","Some-college","Never-married","Adm-clerical","Own-child","Black","Female",0,0,40,"United-States","small"
39,"Federal-gov","Assoc-voc","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States","small"
48,"Private","HS-grad","Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,45,"United-States","small"
27,"Private","Some-college","Never-married","Adm-clerical","Other-relative","Asian-Pac-Islander","Male",0,0,40,"India","small"
23,"State-gov","Bachelors","Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","small"
29,"Private","Some-college","Never-married","Sales","Not-in-family","Black","Male",0,0,55,"Outlying-US(Guam-USVI-etc)","small"
21,"Private","HS-grad","Never-married","Other-service","Not-in-family","White","Female",0,0,28,"United-States","small"
18,"Self-emp-not-inc","10th","Never-married","Farming-fishing","Own-child","White","Male",0,0,40,"United-States","small"
39,"Local-gov","HS-grad","Never-married","Exec-managerial","Own-child","Amer-Indian-Eskimo","Female",0,0,40,"United-States","small"
45,"Private","Some-college","Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,24,"Canada","large"
17,"Self-emp-inc","9th","Never-married","Sales","Own-child","White","Female",0,0,40,"United-States","small"
49,"Private","Some-college","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,22,"United-States","small"
42,"Private","5th-6th","Married-civ-spouse","Other-service","Husband","White","Male",0,0,44,"Mexico","small"
28,"Private","HS-grad","Never-married","Prof-specialty","Not-in-family","White","Male",0,0,40,"United-States","small"
30,"Private","Bachelors","Never-married","Sales","Not-in-family","White","Female",0,0,45,"United-States","small"
56,"Private","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States","large"
22,"Private","HS-grad","Never-married","Craft-repair","Own-child","White","Male",0,0,50,"United-States","small"
41,"Self-emp-inc","Assoc-voc","Married-civ-spouse","Sales","Husband","Other","Male",0,2179,84,"Mexico","small"
17,"Private","11th","Never-married","Adm-clerical","Own-child","White","Female",0,0,23,"United-States","small"
37,"Private","HS-grad","Married-civ-spouse","Other-service","Husband","White","Male",0,0,30,"Mexico","small"
62,"Private","10th","Divorced","Prof-specialty","Unmarried","White","Female",0,0,40,"United-States","small"
43,"Private","HS-grad","Divorced","Other-service","Own-child","Asian-Pac-Islander","Female",0,0,40,"South","small"
27,"Private","HS-grad","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1848,45,"United-States","large"
37,"Private","Assoc-voc","Married-civ-spouse","Transport-moving","Husband","White","Male",15024,0,50,"United-States","large"
38,"Private","Masters","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States","large"
29,"Private","HS-grad","Married-civ-spouse","Other-service","Wife","White","Female",0,0,40,"United-States","small"
39,"Private","HS-grad","Divorced","Machine-op-inspct","Unmarried","White","Female",0,0,40,"United-States","small"
17,"Private","11th","Never-married","Other-service","Own-child","White","Female",0,0,16,"United-States","small"
47,"Private","Masters","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States","large"
19,"Private","HS-grad","Never-married","Sales","Own-child","Black","Male",0,0,25,"United-States","small"
55,"Private","Assoc-voc","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","large"
34,"Private","HS-grad","Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"United-States","small"
49,"Private","7th-8th","Divorced","Other-service","Unmarried","White","Female",0,0,35,"United-States","small"
18,"Private","HS-grad","Never-married","Adm-clerical","Own-child","White","Female",0,0,35,"United-States","small"
19,"Private","12th","Never-married","Handlers-cleaners","Not-in-family","White","Male",0,0,40,"United-States","small"
85,"Private","HS-grad","Widowed","Sales","Unmarried","White","Male",0,0,35,"United-States","small"
32,"Private","HS-grad","Separated","Craft-repair","Unmarried","Black","Male",0,0,40,"United-States","small"
34,"Self-emp-not-inc","Bachelors","Married-civ-spouse","Sales","Husband","Asian-Pac-Islander","Male",0,0,60,"South","small"
29,"Private","Masters","Never-married","Prof-specialty","Not-in-family","White","Male",0,0,55,"Scotland","small"
51,"Self-emp-not-inc","Assoc-acdm","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","small"
33,"Private","HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","large"
39,"Private","HS-grad","Never-married","Machine-op-inspct","Not-in-family","White","Female",0,0,10,"United-States","small"
44,"Private","10th","Married-spouse-absent","Adm-clerical","Unmarried","Black","Female",0,0,30,"United-States","small"
44,"Private","Masters","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States","large"
34,"Private","Prof-school","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1977,55,"United-States","large"
30,"Private","Bachelors","Never-married","Prof-specialty","Not-in-family","White","Male",0,0,40,"United-States","small"
24,"Private","HS-grad","Never-married","Other-service","Not-in-family","White","Female",0,0,30,"United-States","small"
47,"Private","HS-grad","Never-married","Machine-op-inspct","Unmarried","Amer-Indian-Eskimo","Male",0,0,56,"Puerto-Rico","small"
37,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,35,"Mexico","large"
40,"Private","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States","large"
61,"Self-emp-not-inc","Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States","large"
32,"Private","HS-grad","Divorced","Other-service","Not-in-family","White","Female",0,0,40,"United-States","small"
35,"Private","HS-grad","Never-married","Handlers-cleaners","Not-in-family","White","Female",0,0,40,"United-States","small"
67,"Private","1st-4th","Widowed","Machine-op-inspct","Not-in-family","White","Female",2062,0,34,"Ecuador","small"
49,"Private","HS-grad","Never-married","Craft-repair","Unmarried","White","Female",0,0,40,"Puerto-Rico","small"
51,"Local-gov","Some-college","Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,40,"United-States","large"
21,"Private","Some-college","Never-married","Exec-managerial","Not-in-family","Black","Male",0,0,48,"Mexico","small"
28,"Private","Bachelors","Never-married","Sales","Not-in-family","White","Female",0,0,48,"United-States","small"
24,"Private","Bachelors","Never-married","Adm-clerical","Own-child","White","Male",0,0,40,"United-States","small"
66,"Private","11th","Married-civ-spouse","Sales","Husband","White","Male",0,0,26,"United-States","small"
39,"Private","HS-grad","Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,55,"United-States","small"
42,"Self-emp-not-inc","Some-college","Never-married","Craft-repair","Unmarried","White","Male",0,0,40,"United-States","small"
29,"Private","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,"United-States","large"
23,"Private","Bachelors","Never-married","Other-service","Not-in-family","White","Female",0,0,40,"United-States","small"
48,"Private","HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States","large"
19,"Private","Some-college","Never-married","Adm-clerical","Own-child","White","Female",0,0,10,"United-States","small"
49,"Private","Assoc-voc","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,45,"Greece","small"
25,"Private","Bachelors","Never-married","Craft-repair","Own-child","White","Male",0,0,30,"Canada","small"
20,"Private","Some-college","Never-married","Adm-clerical","Not-in-family","White","Male",0,0,25,"United-States","small"
38,"Private","Assoc-acdm","Divorced","Adm-clerical","Not-in-family","White","Female",0,0,16,"United-States","small"
39,"Private","Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,45,"United-States","large"
24,"Private","Bachelors","Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","small"
21,"Private","Some-college","Never-married","Adm-clerical","Own-child","White","Female",0,0,35,"United-States","small"
34,"Private","HS-grad","Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States","small"
82,"Private","HS-grad","Widowed","Exec-managerial","Not-in-family","White","Female",0,4356,18,"United-States","small"
45,"Private","Assoc-voc","Divorced","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","small"
32,"Private","Some-college","Married-civ-spouse","Exec-managerial","Own-child","White","Female",2597,0,40,"Japan","small"
44,"Self-emp-not-inc","12th","Married-civ-spouse","Handlers-cleaners","Husband","Black","Male",0,0,40,"United-States","large"
20,"Private","HS-grad","Never-married","Sales","Own-child","White","Female",0,0,23,"United-States","small"
56,"Private","Some-college","Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"Canada","small"
53,"Private","HS-grad","Married-civ-spouse","Transport-moving","Husband","Black","Male",0,0,60,"United-States","small"
34,"Private","Some-college","Never-married","Adm-clerical","Not-in-family","Asian-Pac-Islander","Female",0,0,35,"Japan","small"
19,"Private","HS-grad","Never-married","Other-service","Own-child","White","Male",0,0,20,"United-States","small"
37,"Private","HS-grad","Divorced","Sales","Not-in-family","White","Male",0,0,40,"United-States","small"
45,"Private","5th-6th","Never-married","Machine-op-inspct","Own-child","White","Female",0,0,35,"United-States","small"
20,"Private","Some-college","Never-married","Farming-fishing","Own-child","White","Male",0,0,40,"United-States","small"
24,"Private","Bachelors","Never-married","Tech-support","Own-child","White","Male",0,0,40,"United-States","small"
39,"Local-gov","Masters","Divorced","Prof-specialty","Not-in-family","Black","Male",0,0,40,"Dominican-Republic","small"
35,"Private","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",7688,0,50,"United-States","large"
23,"Local-gov","Bachelors","Never-married","Prof-specialty","Own-child","Asian-Pac-Islander","Female",0,0,35,"China","small"
60,"Private","Masters","Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,10,"United-States","small"
30,"Private","Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1740,45,"United-States","small"
31,"Private","10th","Never-married","Other-service","Not-in-family","White","Female",0,0,40,"United-States","small"
44,"Private","5th-6th","Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"Mexico","small"
20,"Private","HS-grad","Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,50,"United-States","small"
55,"Private","HS-grad","Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,45,"United-States","large"
35,"Federal-gov","Some-college","Divorced","Exec-managerial","Unmarried","Asian-Pac-Islander","Female",0,0,40,"Philippines","small"
60,"Federal-gov","Some-college","Divorced","Prof-specialty","Not-in-family","Amer-Indian-Eskimo","Female",0,0,40,"United-States","small"
23,"Private","HS-grad","Never-married","Exec-managerial","Not-in-family","White","Male",0,0,45,"United-States","small"
30,"Private","Some-college","Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,60,"United-States","small"
47,"Self-emp-not-inc","Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,2002,30,"United-States","small"
38,"Local-gov","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","large"
20,"Local-gov","Some-college","Never-married","Farming-fishing","Own-child","White","Male",0,0,40,"United-States","small"
49,"Local-gov","Masters","Separated","Prof-specialty","Unmarried","White","Female",0,0,70,"United-States","small"
28,"Private","12th","Never-married","Sales","Not-in-family","Black","Male",0,0,40,"United-States","small"
43,"Private","Assoc-voc","Married-civ-spouse","Exec-managerial","Husband","White","Male",3103,0,48,"United-States","large"
26,"Private","HS-grad","Never-married","Machine-op-inspct","Not-in-family","White","Male",0,0,40,"United-States","small"
31,"Private","Bachelors","Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","small"
38,"Local-gov","HS-grad","Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,35,"United-States","large"
44,"Private","Masters","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,45,"United-States","large"
61,"Local-gov","Masters","Divorced","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","large"
18,"Private","9th","Never-married","Sales","Own-child","Other","Female",0,0,32,"United-States","small"
31,"Self-emp-not-inc","Assoc-voc","Divorced","Craft-repair","Own-child","White","Male",0,0,20,"United-States","small"
50,"Private","HS-grad","Separated","Other-service","Unmarried","White","Female",0,0,35,"United-States","small"
38,"Private","HS-grad","Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,"United-States","large"
45,"Self-emp-not-inc","Some-college","Never-married","Farming-fishing","Not-in-family","White","Male",0,0,50,"United-States","small"
48,"State-gov","Doctorate","Married-civ-spouse","Prof-specialty","Wife","White","Female",0,1902,46,"United-States","large"
58,"Self-emp-not-inc","10th","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","small"
